Ident,Type,Name,Elevation_ft,Continent,Iso_country,Iso_region,Municipality,Gps_code,Local_code,Coordinates
RU-0383,small_airport,Kuznetsk Airport,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-PNZ,Kuznetsk,RU-0383,RU-0383,"46.5904426575, 53.098095652"
RU-0384,heliport,Volzhskiy Utyos Helipad,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-SAM,Usolye,RU-0384,RU-0384,"49.0975141525, 53.38546568179999"
RU-0385,small_airport,Volsk Airfield,546.0,EU,RU,RU-SAR,Volsk,RU-0385,RU-0385,"47.322063446, 52.030343501299996"
RU-0386,small_airport,Novosyolki Airport,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-ULY,Novosyolki,RU-0386,RU-0386,"49.7357082367, 53.9099000326"
RU-0387,small_airport,Golovino Airport,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-TOM,Golovino,RU-0387,RU-0387,"84.7375488281, 56.3665099612"
RU-0388,heliport,Bor Heliport,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-MOS,Odintsovo,RU-0388,RU-0388,"37.729507684699996, 55.3596914463"
RU-0389,heliport,Noginsk Helicopter Base,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-MOS,Noginsk,RU-0389,RU-0389,"38.480387, 55.916097"
RU-0390,heliport,Utkina Zavod Helipad,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-SPE,Saint Petersburg,RU-0390,RU-0390,"30.4858160019, 59.8685824318"
RU-0391,small_airport,Vikhrevo Airfield,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-MOS,Sergiyev Posad,RU-0391,RU-0391,"38.1584358215, 56.2416806237"
RU-0392,closed,Zvezda Airfield,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-SAM,Chapayevsk,RU-0392,RU-0392,"49.6066188812, 52.940983295100004"
RU-0393,small_airport,Krasny Yar Airport,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-SAM,Krasny Yar,RU-0393,RU-0393,"50.4396486282, 53.509412295699995"
RU-0394,closed,Kovdor Airport,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-MUR,Kovdor,RU-0394,RU-0394,"30.6191968918, 67.5341487596"
RU-0395,closed,Kitsa Airfield,605.0,EU,RU,RU-MUR,Pushnoy,RU-0395,RU-0395,"33.2875442505, 68.507363913"
RU-0396,small_airport,Okunev Nos Airport,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-KO,Okunev Nos,RU-0396,RU-0396,"52.5848579407, 66.2877128016"
RU-0397,small_airport,Korzhevskiy Airstrip,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-KDA,Korzhevskiy,RU-0397,RU-0397,"37.74410963059999, 45.2146965624"
RU-0398,small_airport,Kiyevskoye Airstrip,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-KDA,Kiyevskoye,RU-0398,RU-0398,"37.9666471481, 45.0605629952"
RU-0399,closed,Yablonovskiy Airstrip,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-AD,Yablonovskiy,RU-0399,RU-0399,"38.993847, 44.970461"
RU-0400,closed,Dolzhanskaya Airfield,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-KDA,Dolzhanskaya,RU-0400,RU-0400,"37.923431, 46.60772"
RU-0401,small_airport,Olginskaya Airstrip,<function <lambda> at 0x000001CF3D55D6C0>,EU,RU,RU-KDA,Olginskaya,RU-0401,RU-0401,"38.399909734699996, 45.938347786899996"
